thread index,duration in microseconds,visited nodes
3,17871,19702
3,16728,19491
3,18725,23246
3,31577,39220
3,241,480
3,54164,56298
3,0,1
3,29571,32848
3,38119,41999
3,36,66
3,48,95
3,1542,3869
3,85013,82821
3,76,129
3,38303,40041
3,85,135
3,6014,8391
3,51057,55812
3,16856,20353
3,28978,29807
3,117,159
3,62397,63708
3,702,1700
3,30,58
3,67,288
3,34670,38437
3,15777,19929
3,88928,89041
3,20248,23455
3,54,94
3,11333,14924
3,36575,39822
3,1072,2948
3,39,105
3,33542,38080
3,9129,12914
3,825,2014
3,194,720
3,44,120
3,88,323
3,55946,56379
3,354,622
3,17,31
3,873,2231
3,115,333
3,123332,111948
3,72228,80297
3,29,44
3,19307,24011
3,7851,9466
3,0,1
3,29867,33965
3,307,670
3,179,463
3,42162,46586
3,463,1192
3,310,1000
3,31232,16005
3,65749,53703
3,7111,10207
3,115524,47243
3,69,111
3,18,40
3,342,831
3,24,77
3,10,19
3,578,1712
3,29287,27539
3,370,1048
3,18360,23878
3,50,81
3,34322,37094
3,5098,8303
3,23253,27838
3,0,1
3,1405,4438
3,42622,46809
3,14346,17921
3,108,217
3,23682,31905
3,847,2382
3,41292,45159
3,8567,11415
3,45727,47076
3,4955,6765
3,38,65
3,128,307
3,59266,56584
3,509,1115
3,32,89
3,28,69
3,74,180
3,8,22
3,52476,50675
3,2085,3031
3,71,152
3,272,758
3,74867,77786
3,50387,48193
3,5518,8577
3,33582,32754
3,70760,30059
3,201920,101344
3,0,1
3,11976,6799
3,112,208
3,144064,96361
3,107,214
3,59189,60680
3,18,27
3,7324,10365
3,21,36
3,48061,47497
3,20760,26428
3,856,2223
3,15435,22827
3,10546,15329
3,20016,24735
3,29,28
3,137,296
3,11189,15036
3,16487,21351
3,101,185
3,83693,85973
3,32,41
3,47440,53947
3,204,407
3,58874,64733
3,37,59
3,64913,72005
3,18587,25100
3,31047,33763
3,51461,54023
3,39,48
3,44684,45747
3,12074,15679
3,1568,3871
3,34,83
3,6840,9529
3,67,154
3,7561,11722
3,134,294
3,8,10
3,7406,10129
3,75,154
3,39,74
3,173,449
3,51,112
3,33,76
3,45,122
3,28,61
3,325,1239
3,8540,10253
3,91652,92502
3,426,927
3,145,348
3,114246,102968
3,33209,35958
3,143,264
3,13921,18504
3,12436,15695
3,304,841
3,8540,12864
3,27935,27794
3,23,31
3,2014,3352
3,13134,18265
3,102,164
3,11,22
3,27,59
3,412,1429
3,29,77
3,125,402
3,50299,53566
3,10080,13433
3,10736,14688
3,159,309
3,35286,38476
3,852,2244
3,78,228
3,91,204
3,107,266
3,80,242
3,25931,31249
3,402,874
3,30,76
3,93790,84973
3,77,113
3,72847,76291
3,45034,51248
3,41992,40973
3,8,8
3,51422,51654
3,96312,93742
3,92,156
3,34,55
3,244,739
3,68538,72000
3,5056,6751
3,0,1
3,0,1
3,16460,20308
3,37973,42308
3,17312,21772
3,30346,35912
3,66036,69653
3,99237,97104
3,36584,43181
3,11997,16063
3,26,51
3,71997,74856
3,46,58
3,1176,2842
3,237,712
3,21,77
3,45055,46310
3,26666,33669
3,12360,14375
3,21540,25584
3,10377,12061
3,21662,25700
3,284,611
3,26,52
3,17864,21083
3,20967,28874
3,20,26
3,359,773
3,24213,29655
3,14888,18840
3,592,1762
3,52835,46381
3,124729,111076
3,21,31
3,88,146
3,31,53
3,123,248
3,6456,8947
3,101,206
3,9885,12202
3,12082,14154
3,103,164
3,48738,48902
3,295,559
3,89241,81527
3,46,64
3,21750,23811
3,13434,18393
3,219,143
3,16219,20380
3,10611,13686
3,0,1
3,55,99
3,27,94
3,25503,27685
3,184,297
3,1,1
3,57685,58931
3,11687,15347
3,96961,86579
3,692,1704
3,22839,22848
3,26,38
3,61923,62077
3,51329,56470
3,143,254
3,134,343
3,42797,41159
3,19979,23489
3,23108,26183
3,32588,35667
3,7984,12122
3,108,220
3,369,931
3,5476,8374
3,953,1672
3,26,75
3,14386,20094
3,41992,43557
3,580,1669
3,71941,74367
3,54,88
3,51443,52659
3,50240,50349
3,503,1377
3,2654,4210
3,11774,15777
3,245,503
3,16,37
3,0,1
3,151,400
3,8325,12106
3,23475,29338
3,154,302
3,17,30
3,172,471
3,94,257
3,36217,42414
3,338,1038
3,75,146
3,269,881
3,28139,35291
3,26144,35634
3,15651,20799
3,16575,23664
3,8205,12623
3,71,161
3,102601,109224
3,30298,42010
3,37689,48675
3,7036,10422
3,7749,12722
3,2308,3686
3,23,44
3,8705,17457
3,169,649
3,41637,71170
3,62,136
3,73,205
3,3308,7445
3,35,112
3,43,154
3,16,41
3,13746,25337
3,43,105
3,7843,16731
3,66,183
3,11698,23137
3,647,2427
3,6775,13826
3,8065,17415
3,40,138
3,12051,25001
3,102,322
3,54,173
3,5900,13860
3,28712,58065
3,3081,6723
3,32,125
3,6271,13680
3,7625,17015
3,26,71
3,758,3634
3,20,56
3,14071,34234
3,987,5569
3,13,34
3,94,460
4,79,78
4,119829,57362
4,12999,15072
4,7545,9337
4,243,515
4,23,33
4,358,989
4,43,84
4,5786,7735
4,16909,21467
4,58847,49563
4,13621,12265
4,209,209
4,1369,1123
4,54164,46225
4,52,75
4,16,25
4,1090,3104
4,175,483
4,61415,52417
4,1,1
4,16784,21408
4,15,23
4,1251,3955
4,10,19
4,135953,92415
4,13,23
4,57975,62443
4,16539,22829
4,85895,50223
4,132617,53677
4,20849,12166
4,127103,52695
4,175,335
4,290,747
4,196992,78619
4,50,75
4,118,264
4,57,140
4,360,1103
4,19664,15365
4,23474,13302
4,7,5
4,83392,38332
4,98926,60585
4,65795,80496
4,15849,23073
4,21218,30050
4,160865,104287
4,19353,27656
4,0,1
4,7550,13270
4,72,171
4,60,164
4,92572,103909
4,57,101
4,1229,3794
4,9659,15409
4,0,1
4,116,357
4,36,79
4,114852,69947
4,27391,14574
4,30,50
4,73,175
4,35182,19776
4,225,618
4,136,317
4,15,35
4,1,1
4,0,1
4,88963,93198
4,14,19
4,37666,45847
4,16,18
4,11477,15763
4,10630,15465
4,637,2066
4,130880,69576
4,38830,21450
4,43,63
4,51030,53430
4,68722,74876
4,19840,26214
4,16284,21893
4,67,128
4,5658,9538
4,100,246
4,115191,114030
4,30562,34027
4,19502,25323
4,401,1035
4,34618,40657
4,97,165
4,53695,59347
4,121304,117000
4,13748,18001
4,43,66
4,1,1
4,29,64
4,44464,45547
4,40784,44378
4,36254,40261
4,9048,13393
4,306,722
4,41604,51627
4,32,55
4,198,463
4,11552,15607
4,59,124
4,32239,36626
4,43754,52905
4,383,1013
4,31959,41003
4,6391,9306
4,28435,38799
4,87720,59642
4,47735,23373
4,66371,32846
4,201902,78920
4,102381,49755
4,136,214
4,37704,40397
4,37,67
4,256,591
4,53,130
4,28866,35493
4,5483,8860
4,428,1369
4,59834,64277
4,91,171
4,37,71
4,37268,29089
4,75029,35735
4,657,1719
4,192,722
4,203616,71834
4,61200,28935
4,128361,51196
4,245,489
4,478,1507
4,219,613
4,53,130
4,160,706
4,134051,56793
4,4354,6710
4,29,63
4,905,4037
4,710,2182
4,9467,14299
4,30050,34955
4,13328,19139
4,62,122
4,11657,15728
4,95,201
4,40886,45760
4,24991,26058
4,150,304
4,1609,6244
4,122,387
4,122914,117071
4,11927,19795
4,32,50
4,174,386
4,22,41
4,137,366
4,8055,11565
4,28,55
4,98,220
4,13303,19099
4,12521,16866
4,100,211
4,57,134
4,39095,48810
4,10546,14589
4,41149,49396
4,377,1095
4,11,24
4,16059,22567
4,79,145
4,8977,13392
4,13,25
4,27,42
4,64,119
4,66,144
4,22,39
4,4125,6618
4,13905,19221
4,936,3260
4,59877,63287
4,18332,25654
4,78,141
4,73,152
4,11894,16276
4,25035,33298
4,14099,20888
4,28,53
4,200,477
4,24,50
4,107807,110811
4,64,129
4,61,108
4,21839,29085
4,37198,41042
4,264,570
4,39318,39745
4,102267,101241
4,41,63
4,28401,34122
4,250,618
4,19045,25965
4,52034,52359
4,17614,23540
4,22919,29134
4,134,355
4,9,14
4,30,53
4,63341,62111
4,79,135
4,223,519
4,284,905
4,9,28
4,362,995
4,56,152
4,15,34
4,88277,94796
4,15684,20062
4,18749,24047
4,144,289
4,40,93
4,12984,18775
4,162,346
4,223,500
4,26559,33289
4,13866,20189
4,16874,24146
4,12514,17740
4,93,218
4,18192,23006
4,200,402
4,35643,41282
4,1055,3266
4,11102,16717
4,19952,26030
4,525,1377
4,21,47
4,13455,18917
4,110,237
4,14,28
4,118,282
4,130,339
4,21106,27172
4,24471,29160
4,38,73
4,3206,5127
4,14587,21196
4,15836,21861
4,44540,51563
4,9363,13141
4,10396,14824
4,83,144
4,53819,25700
4,141,264
4,290,445
4,25751,15719
4,64,101
4,459,1467
4,98,281
4,29,79
4,10,24
4,257,1045
4,36150,27895
4,46,96
4,25946,29776
4,28726,34323
4,16357,21075
4,967,1453
4,10,21
4,21,57
4,77639,82416
4,55,94
4,42805,51518
4,12326,16454
4,11257,15796
4,21181,25139
4,98,184
4,22447,29884
4,14081,17928
4,19177,23853
4,234,572
4,130,335
4,18680,24010
4,108,225
4,20,25
4,100965,99093
4,1545,2061
4,67,178
4,51,117
4,0,1
4,93381,91372
4,40,78
4,148,237
4,8844,11815
4,22821,28304
4,34,62
4,45112,48676
4,38908,42188
4,44058,49666
4,0,1
4,610,1617
4,23235,29075
4,22,33
4,120,214
4,213,650
4,24,59
4,66,220
4,42,117
4,48,122
4,14583,20041
4,17908,22367
4,416,974
4,21,52
4,38496,45852
4,45043,46934
4,94521,46007
4,34542,15635
4,59886,36457
4,44086,49415
4,27,38
4,47010,50433
4,10,15
4,27,44
4,520,1627
4,67,145
4,39,82
4,4830,7595
4,212,660
4,8774,13228
4,87654,96391
4,9890,12860
4,10304,14344
4,42946,55487
4,59796,33970
4,53033,25340
4,51854,34646
4,45733,53736
4,12589,16496
4,1260,3107
4,20909,27666
4,14302,18224
4,185,392
4,23602,30911
4,664,1628
4,116,322
4,20896,25487
4,76,115
4,0,1
4,12076,15961
4,46679,51515
4,62067,72837
4,15140,18601
4,36503,47596
4,85,163
4,10768,14294
4,7643,10438
4,53,112
4,36,82
4,39,90
4,11223,16201
4,24,45
4,39,78
4,52597,54728
4,791,1924
4,21138,27479
4,9590,12167
4,67,137
4,21562,26249
4,19944,25935
4,131,287
4,9059,12366
4,75,197
4,1129,3504
4,138,305
4,9862,14027
4,21,37
4,47169,54392
4,116,220
4,87,151
4,58,115
4,13226,17182
4,14553,17766
4,227,430
4,12503,17266
4,157,278
4,255,777
4,2576,4484
4,17874,24089
4,107,162
4,70605,75351
4,41,72
4,21587,27814
4,309,654
4,13,31
4,23,39
4,38239,42197
4,66,113
4,21,39
4,125,250
4,232,676
4,262,1004
4,8512,12267
4,11745,15353
4,16880,20655
4,635,1743
4,138,361
4,50,135
4,28079,35607
4,1820,3777
4,41,74
4,317,815
4,69,201
4,122418,110723
4,1101,3013
4,54009,56465
4,104,178
4,65,178
4,3,10
4,32446,35620
4,13060,19162
4,5,8
4,38918,45359
4,26465,31712
4,81,141
4,46033,50336
4,99381,96256
4,66082,68763
4,77,117
4,1299,3526
4,1,1
4,76,182
4,39030,37795
4,45450,45559
4,34617,40506
4,129,205
4,5387,7868
4,87,183
4,15,33
4,54,100
4,29,89
4,43230,44923
4,4,4
4,2,6
4,4216,6259
4,0,1
4,142,336
4,365,1341
4,56,135
4,34812,47025
4,26799,34343
4,11409,16178
4,5,5
4,318,775
4,12005,16379
4,46956,51899
4,6636,10015
4,38452,48079
4,9093,12128
4,43471,46860
4,7736,10555
4,53686,60660
4,17,20
4,109,229
4,31,72
4,615,1066
4,32792,41691
4,47908,54342
4,19491,26213
4,31501,39622
4,40,73
4,55,94
4,60,140
4,537,1449
4,40072,48341
4,60,109
4,45,106
4,16195,25185
4,11729,16887
4,24742,34218
4,486,1276
4,14187,26672
4,55060,67083
4,74,155
4,3811,6219
4,20023,28025
4,6512,13233
4,72,219
4,29,70
4,53873,90671
4,32014,60054
4,2,4
5,1,1
5,41,33
5,778,294
5,52907,29275
5,582,1028
5,40560,28457
5,42,39
5,52314,36166
5,12178,15051
5,37,36
5,101,172
5,13930,15404
5,101,177
5,95,161
5,52125,51361
5,474,1061
5,64,112
5,60902,44872
5,166244,68014
5,19290,10418
5,178413,92297
5,31010,36191
5,34389,42305
5,10117,12303
5,29742,35111
5,634,1311
5,23,46
5,73593,79211
5,26,55
5,22131,26728
5,6,9
5,37629,44776
5,64268,75517
5,70,123
5,88371,75973
5,14743,17970
5,23666,29456
5,49,102
5,6831,9019
5,51323,55785
5,33267,40837
5,303,667
5,64,157
5,26,67
5,352,950
5,293,119
5,17,38
5,24,57
5,57,197
5,23088,30377
5,24459,28536
5,94,183
5,29,57
5,48865,46893
5,54485,64927
5,259,580
5,2,4
5,17,37
5,84,195
5,663,2226
5,17,36
5,19,46
5,17594,24138
5,0,1
5,96,139
5,20478,24895
5,7226,9635
5,794,1412
5,72676,83062
5,326,819
5,645,2553
5,399,1354
5,38,83
5,11613,15013
5,120,295
5,32,70
5,11,28
5,10035,14387
5,42,83
5,42640,46274
5,40708,47029
5,33841,40133
5,218,427
5,15,26
5,19306,27748
5,15938,23265
5,228,466
5,7729,10509
5,13,32
5,1933,6428
5,49,121
5,11084,13018
5,388,1027
5,93,246
5,12,40
5,14953,20744
5,141138,109450
5,167,326
5,39683,51537
5,15012,20076
5,12967,17238
5,45,81
5,480,1354
5,63,193
5,8066,11612
5,33724,40762
5,9,22
5,17048,22596
5,8925,12657
5,13267,18044
5,19869,24965
5,47605,51063
5,38,62
5,25092,28738
5,27849,31823
5,745,1682
5,69,153
5,431,1089
5,121,417
5,11372,14854
5,952,2797
5,5897,8648
5,29342,34372
5,10079,14784
5,39111,40857
5,4304,6449
5,41478,45861
5,43,74
5,62,122
5,76,149
5,57330,62840
5,45120,49968
5,19995,24396
5,950,2638
5,8240,12287
5,14074,17259
5,9,11
5,222,419
5,55,146
5,97,363
5,32339,36034
5,99,183
5,71407,54623
5,51114,52835
5,75,123
5,12696,15852
5,6170,8360
5,70,142
5,69,181
5,19692,21301
5,526,1666
5,26,44
5,54310,54542
5,90,154
5,136031,112058
5,583,1405
5,32,79
5,25039,27218
5,13826,15452
5,76,125
5,33,89
5,64365,58343
5,52095,54527
5,40181,39440
5,20512,22452
5,1705,2892
5,57091,55655
5,14987,16328
5,1,1
5,109,218
5,52,114
5,54786,45500
5,0,1
5,10484,13053
5,392,1191
5,163,468
5,66586,70764
5,29937,31835
5,11822,15758
5,52,81
5,10462,12721
5,12482,14036
5,629,1457
5,55,125
5,129,454
5,14078,18273
5,17595,20629
5,118,210
5,147,355
5,7914,12541
5,48145,52442
5,53,82
5,6568,7888
5,10,13
5,309,880
5,15399,19996
5,60,113
5,35893,38773
5,885,2368
5,18,36
5,74,191
5,34,65
5,20034,24315
5,1260,2010
5,26,46
5,1632,3288
5,22,60
5,51082,50781
5,48595,49098
5,65,80
5,56,103
5,21165,13194
5,53859,52117
5,52341,33127
5,65,90
5,39,61
5,42,99
5,4301,1656
5,30626,14921
5,47513,23255
5,35619,32287
5,52774,49903
5,12,18
5,156155,76950
5,0,1
5,49172,51972
5,75,143
5,20,40
5,46187,51579
5,267168,121302
5,54,91
5,678,1633
5,3997,7592
5,36271,23514
5,335,806
5,76,219
5,179,480
5,22706,13896
5,54463,56313
5,0,1
5,250,609
5,146113,68161
5,64,93
5,8650,12167
5,25542,33463
5,51976,43151
5,59,86
5,96019,40742
5,104813,49176
5,0,1
5,42,75
5,14194,19230
5,53426,58743
5,1190,2490
5,589,1722
5,64,243
5,14788,18060
5,10455,12633
5,61,109
5,27,52
5,102515,99797
5,103055,91927
5,2097,2358
5,22461,25282
5,375,857
5,0,1
5,52,123
5,30871,33159
5,23288,24648
5,22443,26429
5,11017,13875
5,150,314
5,9772,13385
5,39,72
5,97425,90156
5,203,488
5,46963,45919
5,462,1076
5,28122,18905
5,125,226
5,58,129
5,94,229
5,23639,25500
5,3368,4690
5,158,522
5,126828,66146
5,291,631
5,58,146
5,60324,26325
5,80,139
5,45463,33131
5,13348,16156
5,46466,45627
5,72,127
5,21,39
5,303,824
5,129725,45076
5,60,113
5,14059,8771
5,29758,14586
5,19065,11228
5,49560,23696
5,64389,59099
5,38,54
5,7037,10861
5,1361,3565
5,23,44
5,14081,21105
5,11987,15895
5,67,114
5,12613,17178
5,1742,5231
5,8784,12796
5,15311,20077
5,6566,9460
5,3343,5616
5,47,113
5,15876,22399
5,14,34
5,21574,27656
5,14989,20505
5,136,248
5,35354,44053
5,11209,15011
5,3,3
5,27,51
5,53992,57347
5,11653,18530
5,15959,21515
5,511,1226
5,41584,44815
5,42927,48175
5,63,108
5,205,479
5,40,72
5,22657,31832
5,2448,3724
5,197,526
5,6630,9583
5,6207,9068
5,96,288
5,12476,20616
5,20,32
5,40307,45763
5,43315,46346
5,64592,73948
5,25537,29030
5,76,160
5,682,1833
5,8382,12828
5,120526,110971
5,35,53
5,41426,42494
5,31994,40236
5,18551,23079
5,74880,76866
5,79,137
5,1806,3142
5,7524,11332
5,0,1
5,61,135
5,27,56
5,7807,11485
5,422,1117
5,74993,32616
5,101,140
5,98,217
5,115,268
5,116465,55691
5,29737,38291
5,4425,6516
5,41,83
5,22,15
5,28204,36984
5,82,138
5,20641,26945
5,68509,74421
5,33893,37182
5,21120,26446
5,43,57
5,40289,43827
5,276,525
5,64,111
5,43399,45299
5,0,1
5,24,42
5,148,386
5,25123,29299
5,119,242
5,25683,32713
5,57,109
5,198,448
5,48398,53301
5,474,1139
5,1130,4410
5,27,64
5,36496,37006
5,18575,24036
5,18524,22770
5,19,23
5,79,151
5,51480,53373
5,351,743
5,11424,15247
5,3834,6166
5,12690,17199
5,21312,25129
5,21318,25770
5,34130,41109
5,313,754
5,6,12
5,49690,52289
5,23548,27521
5,9405,11572
5,461,1162
5,64,167
5,101,252
5,42838,42389
5,28,42
5,34271,40758
5,1429,2610
5,78,191
5,7647,11690
5,188,520
5,78149,80231
5,176,294
5,11891,16001
5,17651,23938
5,101141,96453
5,27,35
5,30,51
5,82,123
5,16963,22122
5,57312,66372
5,13580,17774
5,44402,47672
5,19272,23363
5,35518,38964
5,1083,2265
5,258,640
5,255,577
5,84,229
5,11368,15298
5,596,1597
5,33784,38129
5,13063,17271
5,45197,46956
5,37,47
5,91,151
5,22289,26284
5,4221,6762
5,18644,22400
5,67106,70480
5,43,63
5,1629,2861
5,34578,37924
5,17247,22242
5,280,573
5,40386,47959
5,405,1002
5,49975,47112
5,40623,42683
5,7586,9911
5,27428,30479
5,4526,6653
5,640,2331
5,40,99
5,23,49
5,9099,13429
5,82459,85739
5,12778,17636
5,47,71
5,38,74
5,27558,30278
5,0,1
5,11545,14527
5,52,80
5,89,263
5,511,1232
5,424,1337
5,17033,21361
5,67148,70394
5,0,1
5,18475,22398
5,41157,49249
5,29107,34715
5,37891,43583
5,19788,24319
5,13194,18128
5,10681,13932
5,9752,13119
5,88,201
5,9423,12976
5,37596,41893
5,130,247
5,6336,9990
5,13397,18138
5,22430,31354
5,17575,23758
5,16325,21728
6,26289,12881
6,85398,55354
6,1621,2628
6,52607,49609
6,114,193
6,52,119
6,149,312
6,37,77
6,13666,14955
6,20193,24363
6,1,2
6,30,48
6,24752,21052
6,52399,42547
6,94,134
6,51,106
6,7700,10734
6,3898,5628
6,51471,49725
6,347,580
6,17799,23022
6,284,739
6,6495,10467
6,26367,29052
6,26021,31575
6,142,289
6,75,121
6,1312,4078
6,263054,108369
6,48,91
6,29,41
6,128307,54517
6,20639,24218
6,80,139
6,101,221
6,59,209
6,1226,3495
6,58,151
6,134,548
6,34020,38233
6,57588,51868
6,403,986
6,165,537
6,39784,45345
6,3833,7961
6,5249,7772
6,29,47
6,35317,39552
6,25723,31364
6,133,310
6,33159,37774
6,63,107
6,16516,22514
6,12877,16196
6,261,706
6,14742,20399
6,18673,23214
6,35091,43380
6,39,61
6,9383,13189
6,746,2051
6,284,862
6,23336,29188
6,267,642
6,18845,23660
6,37,60
6,1362,3191
6,38,71
6,79,168
6,30754,36300
6,44943,47051
6,10700,14768
6,17991,23611
6,51,88
6,17015,21523
6,36705,46219
6,6324,9029
6,97,205
6,52985,64832
6,525,1566
6,15387,21602
6,117730,116063
6,48,81
6,222,552
6,9,20
6,42659,50448
6,73,132
6,344,964
6,17134,23455
6,15016,21353
6,78,146
6,721,2046
6,0,1
6,175108,112412
6,25260,27204
6,10539,13642
6,12441,16431
6,30,52
6,29602,34233
6,67712,65761
6,50619,46635
6,60,89
6,27614,28225
6,50121,51033
6,778,1585
6,225,656
6,41153,42098
6,71,117
6,35,101
6,22840,27726
6,18430,21847
6,23721,27777
6,1735,4510
6,31089,33910
6,49954,55835
6,67625,58590
6,328,39
6,37417,41222
6,15717,19226
6,979,2608
6,224,372
6,17801,21890
6,17949,18127
6,54012,60379
6,125,211
6,11,26
6,136,315
6,10072,16525
6,3,6
6,6151,9486
6,58,125
6,426,1380
6,68748,79046
6,25093,29286
6,67,119
6,5365,8607
6,34,73
6,194,521
6,89440,94635
6,20519,25637
6,34016,39968
6,16692,21164
6,6661,9051
6,390,1068
6,124,343
6,24,56
6,6003,9240
6,119,338
6,9784,13749
6,92,196
6,8,15
6,258,774
6,5,15
6,16088,19368
6,2540,3927
6,13383,17740
6,49451,47100
6,150,284
6,13437,17691
6,57,120
6,38,72
6,13163,16124
6,23434,28143
6,14497,19085
6,33435,33767
6,81,124
6,17224,21462
6,15363,20362
6,32,58
6,966,2553
6,53,139
6,36,104
6,36,73
6,5,13
6,14282,18294
6,17043,20830
6,19784,26137
6,225,493
6,39517,45260
6,111,185
6,39642,44337
6,32542,35956
6,66,93
6,27983,37415
6,61,93
6,50920,57960
6,108,185
6,11172,14149
6,0,1
6,14799,20816
6,51,73
6,21,37
6,35018,30504
6,1,1
6,74881,33083
6,727,1696
6,37017,14908
6,138317,56890
6,12582,6387
6,194,404
6,5,4
6,31406,24125
6,15589,17077
6,92,192
6,100556,85026
6,15,14
6,87091,55807
6,37,60
6,98,105
6,310,808
6,41,92
6,459,290
6,870,1845
6,9388,11725
6,43868,40431
6,0,1
6,871,2680
6,17160,20508
6,107630,76156
6,15491,13309
6,11,15
6,45,88
6,86113,56549
6,70,99
6,58246,47333
6,73,129
6,69,126
6,66,152
6,36,114
6,51,107
6,23,52
6,3221,4322
6,4,9
6,110,252
6,17241,20319
6,268,548
6,47440,50503
6,1467,2929
6,524,2029
6,45120,44489
6,51,80
6,4569,3020
6,51563,22942
6,35,55
6,18400,24553
6,394,1032
6,12631,17349
6,89658,43306
6,46590,22961
6,112,214
6,447,1307
6,38374,25649
6,233,572
6,31,63
6,600,1683
6,21584,24954
6,26,35
6,38863,24310
6,76308,46396
6,28654,33453
6,381,743
6,15580,21695
6,573,1460
6,128,224
6,55,134
6,0,1
6,131632,115574
6,28585,33795
6,73,102
6,177,420
6,56,132
6,107268,102159
6,68985,70081
6,414,949
6,104321,99173
6,80068,53125
6,53,90
6,517,1246
6,51,135
6,25,57
6,8814,13192
6,30,74
6,7229,9370
6,0,1
6,57186,41901
6,20793,23704
6,5869,7456
6,172,430
6,5425,7980
6,36687,51570
6,57512,60404
6,5081,7009
6,2003,5200
6,43738,46021
6,193,358
6,46,115
6,11492,15381
6,43821,46446
6,9637,12938
6,38401,40632
6,15067,19272
6,49707,53962
6,49,77
6,39588,43819
6,78979,82009
6,47298,47315
6,388,866
6,20,43
6,52408,57160
6,7567,10464
6,29370,33790
